,excercise_name,utility,mechanics,force,preparation,execution,comments,dynamic_articulation,static_articulation
36,Single Leg Vertical Power Jump,['Plyometric'],['Compound'],['Push'],Stand on one leg under vertical jump flag.,"['Quickly squat down by bending knee and hip while extending raised leg back and swinging arms back. Immediately jump upward while swinging raised leg and arms forward and upward. Lower arms down to sides and land on either same foot or both feet. Bend ankles, knees, and hips to absorb impact. Repeat movement pattern on opposite leg.']",Use both upper and lower body movement. Land on forefoot then come down on whole foot.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
37,Staircase Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on box close to front edge facing staircase.,['Step off box landing on both feet between box and staircase. Jump off the ground as fast as possible to highest step.'],None.,"['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
38,Vertical Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on box close to front edge facing vertical jump flag.,['Step off box landing on both feet under vertical jump flag. Jump off the ground as fast as possible. Reach up with one or both hands and hit the highest flag possible.'],Dynamic spinal extension may occur in some individuals primarily due to spinal hyper-extension which may occur when body extends and feet leave ground.,"['Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
39,Ladder Speed Hop,['Plyometric'],['Compound'],['Push'],,"['', 'Hop across first ladder rung using both feet. Land on forefeet, allowing heel to make contact or come near ground. Immediately hop over each successive ladder rung until end of ladder is reached.']",,"['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
40,Speed Hop,['Plyometric'],['Compound'],['Push'],Stand with both feet together. Lean forward and bend arms to sides.,['Hop forward using both feet. Repeat until desired distance is reached.'],None,"['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
41,Cone Jumps,['Plyometric'],['Compound'],['Push'],Stand facing series of cones spaced equally apart in straight line. Lean forward and bend arms to sides.,"['Jump forward over first cone using both feet. Land on forefeet, allowing heel to make contact or come near ground. Immediately hop over each cone in succession, pushing off and landing on forefeet.']","Jump using both legs and forefeet to absorb impact and push-off quickly between each jump. Intensity can be increased by hoping faster, increase height of cones, or spacing cones further apart. Also known as Double Leg Cone Hops.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Ankle (Plantar Flexion)']","['Spine (Thoracic, Lumbar) (Extension)']"
42,Alternate Bound (with double arm action),['Plyometric'],['Compound'],['Push'],Begin by jogging to initialize momentum.,"['Bring right foot forward while pushing off with left foot. As right thigh travels upward parallel to ground, forcefully bring both arms forward to help propel body forward (aka: gather forward). As left leg comes through, extend right leg back and keep it extended for duration of push-off. Hold this extended stride for short time while quickly pulling both arms behind body. Land left foot and drive right leg forward while bringing both arms forward. Extend left leg back and bring arms back. Continued bounding for length or duration of the drill.']",This drill is somewhat of exaggerated running drill. Bound forward into air as high as possible by emphasizing high knee lifts. Focus on pushing against ground from landing through takeoff attempting to maintain hang time. Each stride should have an aesthetic glide or float pattern appearing effortless yet demonstrate power during take off.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Scapula & Clavicle (Upward Rotation / Protraction)', 'Ankle (Dorsi Flexion (Eccentric))', 'Shoulder (Flexion)', 'Scapula & Clavicle (Downward Rotation / Retraction)', 'Ankle (Plantar Flexion)', 'Shoulder (Extension)']","['Spine (Rotation)', 'Spine (Lateral Flexion)', 'Hip (Abduction)', 'Knee (Extension)']"
43,Alternate Bound (with single arm action),['Plyometric'],['Compound'],['Push'],Begin by jogging to initialize momentum.,"['Push off with right foot and reach forward with left arm while bring right leg forward with knee bent and thigh parallel to ground. Extend right leg back and keep it extended for duration of push-off. Hold this extended stride for short time and land left foot. Drive right leg forward to front bent position and extend left leg back while left arm reaches forward in same manner. Continued bounding for length or duration of the drill.', 'Drill is exaggerated running movement. Bound forward into air as high as possible by emphasizing high knee lifts. Focus on pushing against ground from landing through takeoff attempting to maintain hang time. Each stride should have an aesthetic glide or float pattern appearing effortless yet demonstrate power during take off.']",Drill is exaggerated running movement. Bound forward into air as high as possible by emphasizing high knee lifts. Focus on pushing against ground from landing through takeoff attempting to maintain hang time. Each stride should have an aesthetic glide or float pattern appearing effortless yet demonstrate power during take off.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Scapula & Clavicle (Downward Rotation)', 'Knee (Flexion)', 'Ankle (Dorsi Flexion (Eccentric))', 'Shoulder (Flexion)', 'Spine (Rotation)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Extension)']","['Spine (Lateral Flexion)', 'Hip (Abduction)', 'Knee (Extension)']"
44,Broad Jump,['Plyometric'],['Compound'],['Push'],Stand behind line with feet shoulder width apart. Squat down partially and raise arms forward.,['Swing arms back behind sides and lean forward. Rapidly swing arms forward and jump forward as far as possible with both feet close together. Land with both feet together with legs bend and stand up.'],Avoid falling backwards and maintain position of feet when landing.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Extension)']",['Spine (Extension)']
45,Butt Kick Jumps,['Plyometric'],['Compound'],['Push'],Stand behind starting line.,"['Squat down and jump forward as far as possible using double arm swing. In air, pull heels toward buttocks and immediately extend legs for landing. Upon landing, immediately jump forward again using same movement pattern.']",Use both upper and lower body movements. Keep landings short. Perform two or more jumps in succession.,"['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
46,Broad Jumps,['Plyometric'],['Compound'],['Push'],Stand behind starting line.,"['Squat down and jump forward as far as possible using double arm swing. Upon landing, immediately jump forward again.']",Use both upper and lower body movements. Keep landings short. Perform 2 or more jumps in succession.,"['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
47,Double Leg Bound,['Plyometric'],['Compound'],['Push'],Squat partially down and pull arms back behind body to each side.,['Swing arms forward and jump high and far. Immediately pull heels to buttocks. Begin to pull arms back just before descent. Cycle into high knee position. Land with feet slightly in front of body and arms behind body to each side. Absorb landing by lowering body to partial squat position. Repeat bounding.'],"Drill emphasizes optimal lower body running mechanics while incorporating additional ground reaction force. Perform for maximum height, maximum distance, or combination of both. Also known as Double Leg Cycle Hops.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Scapula (Downward Rotation)', 'Ankle (Plantar Flexion)', 'Scapula (Upward Rotation)', 'Shoulder (Extension)']","['Spine (Thoracic, Lumbar) (Extension)']"
48,Single Leg Hops,['Plyometric'],['Compound'],['Push'],Stand on one leg with other leg extended back. Squat partially down and pull arms back behind body to each side.,"['Swing arms forward, kick elevated leg forward, and jump forward. Begin to pull arms back just before descent. Land with arms behind body to each side. Absorb landing by lowering body to partial squat position. Continue forward jumps until desired distance is reached. Repeat on other foot.']","Land on forefoot then come down on whole foot. Arms can be pulled behind body either through sagittal plane, transverse planes, or combination of both directions.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Scapula (Downward Rotation / Retraction)', 'Ankle (Plantar Flexion)', 'Shoulder (Extension / Transverse Extension)', 'Scapula (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
49,Standing Triple Jump,['Plyometric'],['Compound'],['Push'],"Stand with both feet behind starting line or with feet staggered, first foot behind starting line and second foot back.","['Hop forward on first leg and land on same foot while keeping second foot elevated off of floor. Hop forward again on first foot and land on second foot. Hop forward on second foot and land on both feet.', 'Crouching or rocking leading up to jump is permitted. Avoid stepping or falling back after landing. Triple jump mat can also be used. Measurement can be taken from take off line from back of heel.']",Crouching or rocking leading up to jump is permitted. Avoid stepping or falling back after landing. Triple jump mat can also be used. Measurement can be taken from take off line from back of heel.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Scapula & Clavicle (Upward Rotation / Protraction)', 'Scapula & Clavicle (Retraction)', 'Shoulder (Flexion)', 'Shoulder (Transverse Abduction)', 'Scapula & Clavicle (Downward Rotation / Retraction)', 'Ankle (Plantar Flexion)', 'Shoulder (Extension)']","['Spine (Rotation)', 'Spine (Lateral Flexion)', 'Spine (Extension)', 'Hip (Abduction)']"
50,Long Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on box close to front edge facing measured floor.,['Step off box landing on both feet behind starting line. Jump off the ground as fast and as far as possible.'],None.,"['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
51,Single Leg Speed Hops,['Plyometric'],['Compound'],['Push'],Stand on right leg; lift left foot off of floor by bending knee.,"[""Similar to initiating running movement, lean forward, bend supporting right leg, swing bent left forward, pull left arm back, and bend right arm forward. Instead 'run' on only one leg by hopping forward on right foot. As traveling through air, pull right leg forward and bend left leg back while swinging left arm forward and right arm back. Right forefoot makes contact with floor. As entire foot lands on floor, pull left arm back and right arm forward. Continue hopping forward on right leg using same single-leg 'running' pattern until desired distance is reached. Repeat on other right foot.""]",Initial hop may or may not resemble Single-leg Hops with single concurrent bilateral arm motion. Land on forefoot then come down on whole foot.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Scapula (Downward Rotation)', 'Ankle (Plantar Flexion)', 'Scapula (Upward Rotation)', 'Shoulder (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
52,Triple Jump,['Plyometric'],['Compound'],['Push'],Stand 17 to 18 strides from block. Run to block.,"['Hop forward on first leg and land on same foot while keeping second foot elevated off of floor. Hop forward again on first foot and land on second foot. Jump forward on second foot. Bring both feet together with knees parallel to chest while jumping into the pit. Land jump with heels first.', 'Do not run beyond board during hop. While in air during hop, skip, and jump, throw arms in front of body, no lower than chest and no higher than chin height. See jump in slow motion.']","Do not run beyond board during hop. While in air during hop, skip, and jump, throw arms in front of body, no lower than chest and no higher than chin height. See jump in slow motion.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Scapula & Clavicle (Upward Rotation / Protraction)', 'Scapula & Clavicle (Retraction)', 'Shoulder (Flexion)', 'Shoulder (Transverse Abduction)', 'Scapula & Clavicle (Downward Rotation / Retraction)', 'Ankle (Plantar Flexion)', 'Shoulder (Extension)']","['Spine (Rotation)', 'Spine (Lateral Flexion)', 'Spine (Extension)', 'Hip (Abduction)']"
53,Lateral Box Shuffle,['Plyometric'],['Compound'],['Push'],"Stand with one foot on box and other foot off, down by side of box.",['Jump sideways so opposite foot is on box and the other is off by side of box. Repeat shuffle side to side.'],"Upper body motion can be emphasized by throwing arms up during leaps. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession.","['Hip (Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
54,Lateral Bosu Shuffle,['Plyometric'],['Compound'],['Push'],"Stand with one foot on box and other foot off, down by side of box.",['Jump sideways so opposite foot is on box and the other is off by side of box. Repeat shuffle side to side.'],"Upper body motion can be emphasized by throwing arms ups during leaps. See example. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession.","['Hip (Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
55,Lateral Bound,['Plyometric'],['Compound'],['Push'],"Stand with feet close together. Bend knees and hips slightly with arms bent to sides or to front. Lift right foot up, slightly off of floor.",['Jump far to right side and land right foot with left foot off of ground. Jump far to left side landing on right foot. Continue to bound from side to side.'],"Attempt to progressively increase speed, length, height, or duration of jumps depending on training goal. Hip adductors are activated both dynamically (during bound) and isometrically (during landing on single leg). Also see Medicine Ball Lateral Bound.","['Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Foot (Eversion)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
56,Lateral Line Hop,['Plyometric'],['Compound'],['Push'],Stand with feet together to one side of line on floor. Bend hips and knees sightly with arms to sides.,['Jump to opposite side of line and land on forefeet. Continue jumping from side to side landing on forefeet.'],Hop side to side of line as quick as possible. Push off of forefeet with feet together.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
57,Quadrant Jumps (diagonal),['Plyometric'],['Compound'],['Push'],Stand with both feet together in one of two lower sections of quadrant.,"['Jump forward into upper quadrant then immediately jump diagonally back. Immediately jump forward to other upper quadrant, then diagonally back to starting square. Immediately repeat diagonally crossing pattern sequence.']",Perform this exercise as fast as possible while avoiding stepping on lines and maintaining balance and control. Jump and land on forefeet with heels slightly elevated off of floor.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
58,Quadrant Jumps (square),['Plyometric'],['Compound'],['Push'],Stand with both feet together in one of two lower sections of quadrant.,['Jump to each square of quadrant in clockwise direction.'],Perform this exercise as fast as possible while avoiding stepping on lines and maintaining balance and control. Jump and land on forefeet with heels slightly elevated off of floor.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
59,Slalom Jump,['Plyometric'],['Compound'],['Push'],Stand with both feet together to one side of extended line.,['Jump on both forefeetfeet in alternating diagonal pattern across each side of line. Continue jumping in zigzag pattern over line moving forward until marked distance is reached or for set time.'],"Suggested length of line is approximately 10-15 feet (3-4.5 m) long, but it can be any length. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession. Also see exercise performed with Agility Ladder.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
60,Slalom Jump (with agility ladder),['Plyometric'],['Compound'],['Push'],Place Agility Ladder on floor. Stand with your right foot in first box and with left foot outside box.,['Jump up with both feet to right and forward direction and land with left foot in box. Immediately push off both feet forward towards left direction to next box and land with right foot in box.'],"Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession. Movement can also be performed without Agility Ladder.","['Knee (Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Medial Rotation)', 'Hip (Adduction)', 'Hip (Abduction)', 'Knee (Medial Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Abduction)', 'Shoulder (Flexion)']"
61,Lateral Barrier Jumps,['Plyometric'],['Compound'],['Push'],Stand with side to barrier.,"['Jump sideways to opposite side of barrier. Upon landing, immediately jump to other side.']","Use both upper and lower body movements. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
62,Lateral Box Jumps,['Plyometric'],['Compound'],['Push'],Stand on box.,"['Jump sideways down to side of box. Jump back onto box, then jump down to the other side of the box. Jump back onto the box and repeat.']","Upper body motion can be emphasized by throwing arms ups during leaps. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
63,Lateral Cone Hop,['Plyometric'],['Compound'],['Push'],Stand with cone to one side.,"['Jump sideways to opposite side of cone. Upon landing, immediately jump to other side.', 'Use both upper and lower body movements. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession.']","Use both upper and lower body movements. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Knee (Flexion)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
64,Lateral Cone Jumps,['Plyometric'],['Compound'],['Push'],Line up series of cones in straight line. Stand at one end of cone facing sideways.,"['Jump laterally over first cone, land on both feet between first and second cone, then immediately jump laterally off the ground over the next cone. Repeat until last cone is reached, perform in opposite direction until jumping laterally over first cone in starting position.', '', 'Use both upper and lower body movements. Attempt to increase speed of jumps, keeping landings short. Perform multiple jumps in succession. See alternative view.']",,"['Hip (Extension)', 'Knee (Flexion)', 'Shoulder (Flexion)', 'Foot (Inversion)', 'Foot (Eversion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Adduction)', 'Shoulder (Abduction)', 'Hip (Flexion)', 'Foot (Plantar Flexion)', 'Knee (Extension)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
65,Long Slalom Jumps,['Plyometric'],['Compound'],['Push'],Stand with both feet together to outside of one of two sets of very short hurdles position in two staggered parallel columns.,['Jump with both feet in alternating diagonal (zigzag) pattern across first hurdle and land on forefeet across to opposite side of hurdle in other column. Continue to land and jump on both forefeet to outside of each short hurdle alternating to adjacent hurdle in opposite row until last hurdle had been reached.'],Take off and land with both forefeet. Keeping landings short. Adjust both arms to gain additional momentum and balance.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
66,Medicine Ball Lateral Bound,['Plyometric'],['Compound'],['Push'],"Stand with feet close together, holding medicine ball with hands on each side of ball. Bend knees and hips slightly with arms bent to sides or to front. Lift right foot up slightly off of floor.","['Jump far to right side. Land right foot with left foot off of ground. Position ball forward, away from body. Immediately jump far to left side, landing on right foot. Again, position ball forward away from body. Continue to bound from side to side in same fashion.']","Ball can also be kept nearer chest without extending arm forward on each land, in which case, shoulder articulation becomes static. Attempt to progressively increase speed, length, height, or duration of jumps depending on training goal. Hip adductors are activated both dynamically (during bound) and isometrically (during landing on single leg). Also see Lateral bound without medicine ball.","['Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Foot (Eversion)', 'Ankle (Plantar Flexion)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
67,Single Leg Lateral Hop (over line),['Plyometric'],['Compound'],['Push'],Straddle line on floor with arms to sides. Lift foot off of floor by bending knee. Slightly bend hip and knee of supporting leg.,['Jump to opposite side of line and land on forefoot. Continue to jump side to side landing on forefeet while keeping foot elevated.'],Muscles which Abduct Hip and Laterally Flex Spine also server to stabilize these joints when jumping or standing on one leg.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Foot (Inversion)', 'Foot (Eversion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
68,Single Leg Lateral Hop (over barrier),['Plyometric'],['Compound'],['Push'],Stand on one leg to one side of cone. Slightly bend hip and knee of supporting leg.,"['Jump over cone to opposite side, landing on forefoot. Continue to jump over cone from side to side landing on forefeet while keeping foot elevated.']",Muscles which Abduct Hip and Laterally Flex Spine also server to stabilize these joints when jumping or standing on one leg.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Knee (Flexion)', 'Shoulder (Flexion)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Adduction)', 'Hip (Abduction)', 'Shoulder (Extension)']","['Spine (Thoracic, Lumbar) (Extension)']"
69,Single Leg Zigzag Hop,['Plyometric'],['Compound'],['Push'],Straddle line on floor with arms to sides. Lift foot off of floor by bending knee. Slightly bend hip and knee of supporting leg.,['Jump on one foot in alternating diagonal (zigzag) pattern across each side of line. Jump and land on forefoot while keeping other foot elevated. Repeat with opposite foot.'],"Attempt to increase speed of jumps, keeping landings short. Some individuals my exhibit spinal rotation during this drill, alternating from right to left swivels each jump.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Hip (Medial Rotation)', 'Hip (Adduction)', 'Hip (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
70,Medicine Ball Arch Chop,['Plyometric'],['Compound'],['Push'],"Stand holding medicine ball with hands on each side of ball. Place feet wide apart, pointing approximately 45° outward and knees slightly bent. Bend over and place ball near outside of one foot.","['Raise ball up to side and up over head so torso is upright. Bend over to opposite side and lower ball down to outside of other foot. Repeat with opposite movement, alternating raising and lowering ball back and forth between sides.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time. See Spot Reduction Myth.","['Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Knee (External Rotation)', 'Knee (Extension)', 'Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Flexion)', 'Hip (Internal Rotation / Adduction)', 'Knee (Internal Rotation)', 'Hip (External Rotation / Abduction)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Scapula & Clavicle (Upward Rotation)']",[]
71,Medicine Ball Single Leg Chop,['Plyometric'],['Compound'],['Pull'],Stand holding medicine ball with hands on each side of ball. Raise ball above head with arms bent. Raise one foot up off floor.,"['Keeping one foot off of floor, lower ball to top of foot by bending over at hip while pulling elevated leg back. Bend supporting knee slightly while reaching down and placing ball on foot. Immediately lift ball in opposite path. Stand upright while raising ball above head. Continue to raise and lower ball on one leg. Repeat by performing movement on opposite leg.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time. If hip (ie: hamstrings) are sufficiently flexible, spine may remain straight with no articulation (static).","['Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Thoracic, Lumbar) (Extension (see notes))', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
72,Medicine Ball Vertical Chop,['Plyometric'],['Compound'],['Push'],"Stand holding medicine ball with hands on each side of ball. Place feet wide apart, pointing outward slightly. Raise ball above head with arms bent.",['Lower ball to front of body. Bend over while continuing to lower ball down and back between legs. Immediately lift ball in opposite path. Stand upright while raising ball up in front of body. Continue to raise ball up over and behind head. Immediately repeat movement.'],"Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time.","['Hip (Extension)', 'Knee (Extension)', 'Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Upward Rotation)']",[]
73,Medicine Ball Chest Throw Sit-up (on wall),['Plyometric'],['Compound'],['Push'],Sit on floor facing wall with knees bent. Hold medicine ball with both hands near chest.,"['Lie back while hold ball near chest. Raise upper body up by first flexing spine and then flexing hips. While completing sit-up, throw ball toward wall. Catch ball bouncing off of wall with both hands. Reposition ball near chest while laying back. Repeat.']","Perform prescribed repetitions or for time. Feet may also be secured under weighted or anchored structure. If feet are not being supported by fixed object, legs may need to be extended somewhat to offer adequate counter balance to upper body.","['Scapula & Clavicle (Protraction)', 'Shoulder (Flexion / Transverse Flexion)', 'Wrist (Flexion)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Hips (Flexion)']",[]
74,Medicine Ball Chest Throw Sit-up (with partner),['Plyometric'],['Compound'],['Push'],Two participants face each other and sit on floor facing each other with knees bent. Participants’ feet point toward one another. First participant holds medicine ball near chest with both hands.,"['First participant lies back while holding ball. First participant raises upper body up by first flexing spine and then flexing hips. While completing sit-up, first participant throws ball to partner. Partner catches ball with both hands and executes same sequence. Participant and parter continue to exchange ball.']","Perform prescribed repetitions or for time. Feet may also be secured under weighted or anchored structure. If feet are not being supported by fixed object, legs may need to be extended somewhat to offer adequate counter balance to upper body.","['Scapula & Clavicle (Protraction)', 'Shoulder (Flexion / Transverse Flexion)', 'Wrist (Flexion)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Hips (Flexion)']",[]
