,excercise_name,utility,mechanics,force,preparation,execution,comments,target_muscles,synergist_muscles,stabalizer_muscles,dynamic_stabilizer_muscles
66,Dumbbell Lateral Step-up,['Auxiliary'],['Compound'],['Push'],"Stand between two benches, one to each side. Hold dumbbells in each hand down to sides",Lift leg and place foot on bench to side and forward of straight knee. Stand on bench by straightening leg and pushing body upward. Step down returning feet to original position. Repeat with opposite leg alternating between legs.,Keep torso upright during exercise. Stepping knee should point same direction as foot. A modest degree of knee rotation occurs during this movement. See Controversial Exercises and Rotary Force in Squat Analysis.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Gastrocnemius (Following Leg)']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']",[]
67,Dumbbell Step Down,['Auxiliary'],['Compound'],['Push'],"Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Keep torso upright during exercise. Knee of exercised leg should point same direction as foot. Exercise can also be performed by placing traveling foot onto and off of bench next to foot of exercised leg. See alternative form.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Gastrocnemius (Following Leg)']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']",[]
68,Lever Bent-over Glute Kickback (plate loaded),['Auxiliary'],['Compound'],['Push'],"Lean over wide padded area, place forearms on padded arm rest, and grip handles. Bend knee and position foot against lever platform.",Push platform back by extending leg back. Return leg to original position. Repeat. Continue with opposite leg.,Stabilizers may not be significantly activated if hips are securely supported by apparatus.,['Gluteus Maximus'],['Adductor Magnus'],"['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[]
69,Lever Deadlift (plate loaded),['Basic'],['Compound'],['Pull'],Stand between lever handles to sides. Squat down with feet flat and grasp handles to sides.,"Lift lever by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weight by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Repeat.","Throughout lift, keep hips low, shoulders high, arms and back straight. Knees should point same direction as feet throughout movement. Exercise can also be performed facing opposite direction, toward fulcrum.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']",[]
70,Lever Stiff Leg Deadlift (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Pull'],Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Lower back may bend slightly during hip flexion phase. Target muscle is exercised isometrically if lower back does not bend. Begin with light weight and add additional weight gradually to allow adequate adaptation.,['Gluteus Maximus'],"['Erector Spinae', 'Adductor Magnus', 'Hamstrings']","['Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']",[]
71,Lever Straight-back Stiff-leg Deadlift (plate loaded),['Auxiliary'],['Isolated'],['Pull'],Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"With back straight, bow forward by bending hips and bend knees slightly during descent. Raise torso by extending hips while gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.","Do not stand behind handles. Throughout lift, keep arms and back straight. Do not lower weight beyond mild stretch throughout hamstrings. When finished with set, dismount by lowering weight with knees bent and low back straight. Full range of motion will vary from person to person. Those with less flexibility may have to bend knees more. Knees can be kept bent throughout movement.",['Gluteus Maximus'],"['Hamstrings', 'Adductor Magnus']","['Erector Spinae', 'Quadriceps', 'Trapezius, Middle', 'Rhomboids', 'Latissimus Dorsi', 'Trapezius, Upper', 'Levator Scapulae', 'Trapezius, Lower']",[]
72,Lever Hip Thrust,['Auxiliary'],['Isolated'],['Push'],Lie on apperatuse with knees bent and feet on foot platform shoulder width or slightly narrower apart. Position hips just below padded bar or adjustable belt. Lock padded bar or tighten adjustable belt snuggly above hips.,Raise weight upward by extending hips until straight. Lower and repeat.,Use resistance which allows full hip extension.,['Gluteus Maximus'],['Quadriceps'],['Erector Spinae'],[]
73,Lever Hip Thrust (on lying leg curl machine),['Auxiliary'],['Isolated'],['Push'],Sit on floor facing padded roller with back against edge of thigh pad. Position back of shoulders on thigh pad and hips under padded roller. Place feet on floor or slightly elevated platform approximately shoulder width with knees bent. Place hands on roller pad or postion bend arms above chest.,Raise padded roller upward by extending hips until straight. Lower and repeat.,"To increase range of motion, feet can be placed on slightly elevated surface such as aerobic step or Bosa® balance trainer.",['Gluteus Maximus'],['Quadriceps'],['Erector Spinae'],[]
74,Lever 45° Leg Press (plate loaded),['Basic'],['Compound'],['Push'],Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,"Adjust safety brace and back support to accommodate near full range of motion without forcing hips to bend at waist. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. Knees should point same direction as feet throughout movement. Placing feet slightly high on platform emphasize Gluteus Maximus. Placing feet slightly lower on platform emphasize Quadriceps. Also see Locking Out Knees on Leg Press.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
75,Lever Single Leg 45° Leg Press,['Auxiliary'],['Compound'],['Push'],Sit on machine with back on padded support. Place one foot mid height to high up on platform. Place outside of resting foot on lower surface with knee positioned out for greater clearance. Push platform up by extending hip and knee. Release dock lever and grasp handles to sides.,Lower platform by bending leg until knee is just short of complete flexion. Return by extending knee and hip. Repeat. Continue with opposite leg.,"Lower platform enough to achieve full range of motion without forcing pelvis to bend at waist. On exercised leg, keep pointed same direction as foot . Also, do not allow heel to raise off of platform, pushing with both heel and forefoot. For alternative view, see Lever Single Leg 45° Leg Press performed with opposite leg.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
76,Lever Hack Press (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Push'],Sit on seat with back of hips against back pad. Place feet on platform shoulder width or slightly wider. Extend hips and knees. Disengage dock lever if it does not automatically disengage.,Lower seat by flex hips and knees until either is near complete flexion. Raise seat by extending knees and hips. Repeat.,"When finished, engage dock lever, and lower seat to starting position. If insufficient hip flexibility forces pelvis to pull away from back pad at lower portions of movement, only lower sled just short of spinal articulation. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. Placing feet slightly high on platform emphasize Gluteus Maximus. Placing feet slightly lower on platform emphasize Quadriceps. Also see Sled Hack Press.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
77,Lever Lying Leg Press (plate loaded),['Basic'],['Compound'],['Push'],Climb up steps to top of machine. Lie supine on horizontal padded platform with shoulders against pad. Place feet equally spaced and slightly high on platform. Grip handles above shoulder pads.,Push lever platform away by extending hips and knees until knees are straight. Return lever platform by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Repeat.,Adjust shoulder pads to allow full range of motion without forcing hips to rise at waist. Keep knees pointed same directions as feet. Push with both heel and forefoot and do not allow heels to raise off of platform. Placing feet slightly high on platform emphasize Gluteus Maximus. Placing feet slightly lower on platform emphasize Quadriceps.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
78,Lever Lying Leg Press (custom - plate loaded),['Basic'],['Compound'],['Push'],Lie supine on padded platform. Place hands on bars above head or to sides. Place feet flat on lever platform with hips and knees bent.,Push lever platform by extending hips and knees until knees are straight. Lower lever platform by flexing hips and knees until knees are just short of complete flexion. Repeat.,"Adjust machine to accommodate near full range of motion without forcing hips to rise at waist. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. Placing feet slightly high on platform emphasize Gluteus Maximus. Placing feet slightly lower on platform emphasize Quadriceps. Unique apparatus is designed and built by Tracey Cheuvront.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
79,Lever Single Leg Lying Leg Press (custom - plate loaded),['Auxiliary'],['Compound'],['Push'],Lie supine on padded platform. Place hands on bars above head or to sides. Place one foot on platform and other foot on floor below platform.,Push platform away by extending hip and knee. Return by bending leg until knee or hip is just short of complete flexion. Repeat. Continue with opposite leg.,"Adjust machine to accommodate near full range of motion without forcing pelvis to bend at waist. Keep knee pointed same direction as foot. Do not allow heel to raise off of platform, pushing with both heel and forefoot. Unique apparatus is designed and built by Tracey Cheuvront.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
80,Lever Seated Leg Press (plate loaded),['Basic'],['Compound'],['Push'],Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Push platform(s) away by extending knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Adjust seat and back support to accommodate near full range of motion without forcing hips to bend at waist. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. Placing feet slightly high on platform emphasize Gluteus Maximus. Placing feet slightly lower on platform emphasize Quadriceps.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
81,Lever Alternating Seated Leg Press (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Push'],Sit on machine with back on padded support. Place feet on slightly high on platform. Grasp handles to sides.,Push one platform away by extending knee and hip. Return to original position. Repeat with opposite leg. Continue by alternating between sides.,"Adjust seat and back support to accommodate near full range of motion without forcing hips to bend at waist. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. This exercise may be performed by alternating (as described), simultaneous, or in simultaneous-alternating fashion.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
82,Lever Single Leg Seated Leg Press (plate loaded),['Auxiliary'],['Compound'],['Push'],Sit on machine with back on padded support. Place one foot slightly high on platform and other foot near floor below platform or off to side.,,Adjust back support back to accommodate near full range of motion without forcing pelvis to bend at waist. Keep knee pointed same direction as foot. Push with both heel and forefoot and do not allow heel to raise off of platform.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
83,Lever Lying Hip Extension (plate loaded),['Auxiliary'],['Isolated'],['Push'],Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Grasp handles at each side.,Extend hips and knees until legs are straight. Return to original position by flexing hips and knees. Repeat.,"Erector Spinae could be exercised dynamically as a synergist, particularly if hip flexors and/or hip extensors are tight and movement is through full range of motion. Also see Lever Lying Hip Extension on selectorized machine.",['Gluteus Maximus'],['Adductor Magnus'],['Erector Spinae'],[]
84,Lever Power Runner (plate loaded),['Auxiliary'],['Compound'],['Push'],Place forefeet into pedals. Squat down and position shoulders forward in padded yoke. Grasp handles to sides. Push one pedal back by extending knee and hip so one leg is straight while the other remains forward.,Push forward pedal back by extending leg while allowing other pedal to come forward by bending opposite leg. Continue pedalling by alternating between sides.,Adjust yoke position to accommodate near full range of motion without forcing hips to bend at waist. Also see Lever Sprint Machine.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[]
85,Lever Rear Lunge (plate loaded),['Auxiliary'],['Compound'],['Push'],Stand between lever handles to sides. Squat down with feet flat on floor and grasp lower handles to sides. Lift lever by extending hips and knees to full extension. Position both feet slightly forward.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Keep torso upright during lunge; flexible hip flexors are important. Forward knee should point same direction as foot throughout lunge. A long lunge emphasizes Gluteus Maximus; short lunge emphasizes Quadriceps. Also see Lever Rear Lunge on apparatus without platform.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']",[]
86,Lever Barbell Rear Lunge (plate loaded),['Auxiliary'],['Compound'],['Push'],"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar or slightly forward. Straighten legs so weight is lifted. Disengage bar by rotating bar back. Place feet slightly forward.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Keep torso upright during lunge; flexible hip flexors are important. Forward knee should point same direction as foot throughout lunge. A long lunge with feet slightly forward emphasizes Gluteus Maximus; short lunge with feet under the bar emphasizes Quadriceps.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']",[]
87,Lever Reverse Hyper-extension (plate loaded),['Auxiliary'],['Isolated'],['Push'],"Place one leg in strap so it is positioned above ankle. Step up onto step built on side of apparatus with other foot. Lay torso and waist on bench and grasp handles. Place stepping foot inside of strap, just in front of leg already in strap. Position legs side by side. Feet should be above floor with legs hanging straight down.",Raise lever by extending hips as high as possible with legs nearly straight. Lower legs to original position. Repeat.,"Taller individuals may be able to place both legs into strap and position torso on bench without using steps. Some individuals may be able to articulate both through the hips and through the lower back (i.e. lumbar spine), in which case, Erector Spinae also becomes synergist. Movement can be performed without resistance. Lever Reverse Hyper-extension was invented by Louie Simmons of Westside Barbell.",['Gluteus Maximus'],['Hamstrings'],['Erector Spinae'],[]
88,Lever Single Leg Split Squat (plate loaded),['Auxiliary'],['Compound'],['Push'],Stand between lever handles to sides. Extend leg back and place top of foot on cross bar. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.",Keep torso upright during squat; flexible hip flexors are important. Forward knee should point same direction as foot throughout movement. Keep foot flat on floor. Position foot slightly forward to distribute force on hip extensors. May also be referred to as Lever Bulgarian Squat.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']",[]
89,Lever Barbell Single Leg Split Squat (plate loaded),['Auxiliary'],['Compound'],['Push'],"Place bench behind smith bar. With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place foot slightly forward under bar. Extend other leg back and place top of foot on bench. Disengage bar by rotating bar back.",Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Keep torso upright during squat; flexible hip flexors are important. Forward knee should point same direction as foot throughout movement. Keep foot flat on floor. Position foot slightly forward to distribute force on hip extensors. May also be referred to as Lever Barbell Bulgarian Squat.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus']",[]
90,Lever Single Leg Squat (plate loaded),['Auxiliary'],['Compound'],['Push'],Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.,"Bend knee forward slightly while allowing hips to bend back behind, keeping back straight and knee pointed same direction of foot. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.",Range of motion will be improved with greater leg strength and glute flexibility. Base knee should point same direction as foot throughout movement.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']",[]
91,Lever Split Squat (plate loaded),['Auxiliary'],['Compound'],['Push'],Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor and repeat. Continue with opposite leg.",Keep torso upright during squat; flexible hip flexors are important. Knees should point same direction as feet throughout movement. Keep foot flat on floor. Position foot slightly forward to distribute force on hip extensors. Also known as Lever Lunge.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus']",[]
92,Lever Barbell Split Squat (plate loaded),['Auxiliary'],['Compound'],['Push'],"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place one foot forward and forefoot of other leg further back. Disengage bar by rotating bar back.",Lower body on other leg by flexing knees and hips of of both legs until knee of rear leg is almost in contact with floor. Return to original straddled position by extending hips and knees of both legs. Repeat. Continue with opposite leg.,Keep torso upright during movement; flexible hip flexors are important. Knees should point same direction as feet throughout movement. A forward foot further forward will emphasize Gluteus Maximus; forward foot more closer under bar will emphasizes Quadriceps.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['Erector Spinae'],[]
93,Lever Sliding Split Squat (plate loaded),['Auxiliary'],['Compound'],['Push'],Stand with one foot on stationary platform under foot pad and other foot back on sliding platform. Squat down and grasp handles to sides. Stand upright with arms straight to sides.,Lower lever downward by sliding platform back and squatting down on forward leg. Keep chest high as hips descend to knee height. Lift sliding forward and extending hips and knee to full extension. Repeat and continue with opposite leg.,Keep torso upright during movement; flexible hip flexors are important. Knees should point same direction as feet throughout movement. Keep forward foot flat on stationary platform.,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Lower', 'Levator Scapulae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadriceps (rear leg)']",[]
94,Lever Squat (plate loaded),['Basic'],['Compound'],['Push'],Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend by bending knees and hip until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","If available, re-engage support lever in extended position before dismounting. Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis. Also see exercise performed on alternative machine.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']",[]
95,Lever Squat (plate loaded),['Basic'],['Compound'],['Push'],"Squat down to place shoulders under padded lever. Place feet shoulder width or marginally wider apart, slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend by bending knees and hip until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","If available, re-engage support lever in extended position before dismounting. Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis.  Also see exercise performed on classic Lever Squat machine.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']",[]
96,Lever Barbell Squat (plate loaded),['Basic'],['Compound'],['Push'],"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet slightly forward. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['Erector Spinae'],[]
97,Lever Front Squat,['Basic'],['Compound'],['Push'],Step onto platform facing padded levers. Squat down to place shoulders under padded lever. Place feet shoulder width apart on platform. Extend knees and hips until legs are straight. Release support lever if it does not disengage by itself.,"Lower lever by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","If available, re-engage support lever in extended position before dismounting. Model shown uses foot pedal near base of platform to reengage support lever. Keep head facing forward, back straight and feet flat on platform; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']",[]
98,Lever Full Squat (plate loaded),['Basic'],['Compound'],['Push'],Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until knees and hips are fully bent. Lift lever up by extending knees and hips until legs are straight. Repeat.","If available, re-engage support lever in extended position before dismounting. Keep head facing forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']",[]
99,Lever Hack Squat (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Push'],Position shoulders under shoulder pad and back on back pad. Place feet slightly high on platform. Extend hips and knees and release dock lever if available.,"Lower lever by bending hips and knees, until knees are just short of complete flexion. Raise sled by extending knees and hips. Repeat.","If insufficient hip flexibility forces pelvis to pull away from back pad at lower portions of movement, only lower sled just short of spinal articulation. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform. Push with both heel and forefoot. If available, re-engage dock lever in extended position before dismounting. Placing feet slightly high on platform emphasize Gluteus Maximus. Placing feet slightly lower on platform emphasize Quadriceps. Also see similar exercise Lever V-Squat.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
100,Lever V-Squat (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Push'],"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Extend hips and knees and release lever if available.","Bend knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Descend until hips are just short of complete flexion. Raise sled by extending knees and hips. Repeat.","If available, re-engage support lever in extended position before dismounting. If insufficient hip flexibility forces pelvis to pull away from back pad at lower portions of movement, only lower sled just short of spinal articulation. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform. Push with both heel and forefoot. Also see selectorized machine. Placing feet slightly forward on platform emphasize Gluteus Maximus. Placing feet slightly back on platform emphasize Quadriceps.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
101,Lever Bent-over Hip Extension,['Auxiliary'],['Isolated'],['Push'],"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Stabilizers may not be significantly activated if hips are securely supported by apparatus. Despite apparatus' similarity to rear kick exercise, it is actually hip extension exercise due to the isolated hip movement which is apparent with lack of knee articulation.",['Gluteus Maximus'],['Adductor Magnus'],"['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[]
102,Lever Kneeling Hip Extension,['Auxiliary'],['Isolated'],['Push'],Kneel on lowest (shin) pad with roller pad behind lower thighs. Position midsection on middle pad. Place forearms on padded arm rest and grip handles.,"Keeping one leg on shin pad, extend hip of other leg and push roller pad back. Raise roller pad up until hip is completely extended. Return leg to original position and repeat. Continue with opposite leg.",Exercise can be performed alternating between sides.,['Gluteus Maximus'],['Adductor Magnus'],"['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[]
103,Lever Alternating Kneeling Hip Extension,['Auxiliary'],['Isolated'],['Push'],Kneel on lowest (shin) pad with roller pad behind lower thighs. Position midsection on middle pad. Place forearms on padded arm rest and grip handles.,"Keeping one leg on shin pad, extending hip of other leg and push roller pad back. Raise roller pad up until hip is completely extended. Return leg to original position. Repeat with opposite leg. Continue alternating between each side.","Exercise can be performed with one leg, then other leg. See Lever Kneeling Hip Extension (roller pad).",['Gluteus Maximus'],['Adductor Magnus'],"['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[]
104,Lever Lying Hip Extension,['Auxiliary'],['Isolated'],['Push'],"With leg lever positioned in the lower position, lie supine on machine with legs over padded bar. Align hip joints with lever fulcrum. Strap hips down with belt if available. Release leg lever and adjust until leg lever is in upper position. Grasp handles to sides of head.",Push padded leg bar down until hips are extended. Return and repeat.,Also Lever Lying Hip Extension on plate loaded machine and Lever Alternating Lying Hip Extension on another selectorized machine.,['Gluteus Maximus'],['Adductor Magnus'],['Erector Spinae'],[]
105,Lever Alternating Lying Hip Extension,['Auxiliary'],['Isolated'],['Push'],Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Extend both hips with feet toward floor.,"Raise one knee by flexing hip. Return to original position by extending hip. Repeat with opposite leg, alternating between sides.",Hamstring remains in active insufficiency through movement since knee is significantly flexed and hip does not flex beyond 90 degrees. Also see Lever Lying Hip Extension on plate loaded machine.,['Gluteus Maximus'],[],"['Erector Spinae', 'Obliques']",[]
106,Lever Standing Hip Extension,['Auxiliary'],['Isolated'],['Push'],Stand on platform facing to one side and grasp bar for support. Place leg nearest machine on padded roller while standing on other leg.,Lower lever by extending hip. Return until knee is higher than hip. Repeat. Continue with opposite leg.,None,['Gluteus Maximus'],"['Hamstrings', 'Adductor Magnus']","['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus']",[]
107,Lever Standing Hip Extension (with abdominal pad),['Auxiliary'],['Isolated'],['Push'],Stand on platform so front of hips are against edge of abdominal pad. Position flexed leg over padded roller while standing on other leg. Grasp handles with both hands.,Extend lever back by extending hip and straightening leg. Return by flexing hip and knee. Repeat. Continue with opposite leg.,Shorter individuals should stand on higher platform and may be bent over more. Stabilizers may not be significantly activated if hips are securely supported by apparatus.,['Gluteus Maximus'],['Adductor Magnus'],"['Obliques', 'Erector Spinae', 'Quadratus Lumborum', 'Gluteus Medius', 'Gluteus Minimus', 'Triceps Brachii']",[]
108,Lever Alternating Lying Leg Press,"['Basic', 'Auxiliary']",['Compound'],['Push'],Lie on machine with shoulder under pads. Place feet slightly high on individual lever platforms. Grasp handles to sides. Push both lever platforms away by extending knees and hips so knees are straight.,Lower one lever platform toward body by bending knee and hip until weight taps or nearly taps unused portion of weight stack. Push lever platform away by extending knee and hip. Repeat with opposite leg. Continue by alternating between sides.,"Adjust bench to accommodate near full range of motion without forcing hips to bend at waist. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. This exercise may be performed by alternating (as described), simultaneous, or in simultaneous-alternating fashion.",['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",[],[]
