,excercise_name,utility,mechanics,force,preparation,execution,comments,dynamic_articulation,static_articulation
32,Jump Rope: Twister,[],[],[],"Grasp jump rope handles on each side. Initiate side swing mount or start with rope behind body and swing rope from behind overhead. Bodyweight should be balanced on the balls of the feet, with knees slightly bent.","[""Swing rope in front of body, down to floor. Hop as rope travels under feet. Repeat hops while progressively turning lower body so feet and knees are pointed to one side while upper body's orientation remains unchanged throughout movement. Rotate lower body so feet and knees are pointing to opposited side. Continue hoping over rope while progressively rotating lower body from side to side.""]","Hop heights should be minimal, just enough to clear the rope, maximize jump rope efficiency, and decrease joint impact. Intensity can be altered by increasing speed of hops. Force (Articulation)","['Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)']",[]
33,Jump Rope: Toe Tap,[],[],[],"Grasp jump rope handles on each side. Initiate side swing mount or start with rope behind body and swing rope from behind overhead. Swing rope in front of body, down to floor.",[],"Hop heights should be minimal, just enough to clear rope, maximize jump rope efficiency, and decrease joint impact. Intensity can be altered by increasing speed of hops.","['Ankle (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Hip (Flexion)']",['Hip (Abduction)']
34,Swim: Back Stroke,[],[],[],Float on back looking up with arms extended down sides of body. Keep legs extended with toes pointed.,"['Kick legs up and down in alternating flutter motion while keeping feet extended. With arms straight, raise arm up out of water and back behind shoulder. Arm enters water with pinky side of hand entering first. Other arm exits to perform backwards arc motion. Submerged arm should powerfully pull through water down to side with hand slightly cupped. Submerged arm bends and straightening until reaching side of thigh before exiting water. Continue alternating rotation of arms while continuing to kick legs.', 'Keep head in neutral position, facing ceiling as body rotates from side to side. Although shoulders and hips rotate together, shoulders rotate further thereby producing spinal lumbar rotation. Pull in abdomen to flatten back while eliminating arching. Knees are kept under water with toes making small splash during flutter while emphasizing powerful hip musculature for added propulsion. Arms submerge in circle motion under the water to propel body backwards. With elbow positioned high, initiate pull phase of stroke by pressing downwards with forearm before pulling out from side of body. Breathe as needed since face is out of water. At least one breath should be taken per stroke, typically inhaling during one arm arc and exhaling during other arm arc.', 'Primary movements significantly contributing to propulsion include bolded Force Articulations. Other movements are either secondary movers contributing to propulsion or repositioning of body for propulsive movements. Shoulder Flexion contributes to propulsion only in its initial phase before arm moves under water.']","Keep head in neutral position, facing ceiling as body rotates from side to side. Although shoulders and hips rotate together, shoulders rotate further thereby producing spinal lumbar rotation. Pull in abdomen to flatten back while eliminating arching. Knees are kept under water with toes making small splash during flutter while emphasizing powerful hip musculature for added propulsion. Arms submerge in circle motion under the water to propel body backwards. With elbow positioned high, initiate pull phase of stroke by pressing downwards with forearm before pulling out from side of body. Breathe as needed since face is out of water. At least one breath should be taken per stroke, typically inhaling during one arm arc and exhaling during other arm arc.","['Shoulder (Flexion (see comments))', 'Hip (Extension)', 'Scapula & Clavicle (Protraction)', 'Shoulder (Adduction)', 'Scapula & Clavicle (Upward Rotation)', 'Ankle (Plantar Flexion)', 'Knee (Extension)', 'Ankle (Dorsiflexion)', 'Scapula & Clavicle (Retraction)', 'Hip (Flexion)', 'Elbow (Flexion)', 'Knee (Flexion)', 'Elbow (Extension)', 'Shoulder (Abduction)', 'Spine (Cervical) (Rotation)', 'Neck (Rotation)', 'Forearm (Pronation)', 'Shoulder (Transverse Abduction)', 'Spine (Lumbar) (Rotation)', 'Scapula & Clavicle (Downward Rotation)', 'Forearm (Supination)']","['Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Wrist (Flexion)', 'Wrist (Radial Deviation)', 'Wrist (Extension)', 'Fingers (Flexion)', 'Fingers (Extension)']"
35,Swim: Breast Stroke,[],[],[],Float facing prone in the water with body extended. Extend arms forward with hands downward and together. Position face forward yet slightly downwards.,"['Turn thumbs downward, round hands, and pull straight arms apart and out to sides. Before elbows pass each side of shoulders, pull arms downward and inward by flexing elbows and internally rotating shoulders (ie: elbows kept high). Quickly raise head out of water by arching spine while pulling elbows to sides of body and hands together under chest. Inhale and pull abdomen in while keeping back straight and hips as close to surface of water. With palms facing together and elbow tucked in, push arms forward and fully flex knees while allowing hips to flex and slightly abduct. Lower head into water and kick backwards with feet angled outwards and backwards. Extend body and pull legs together and point feet. Exhale on the recovery phase and repeat.', 'Sequence of phases include: 1) pull, 2) breath, 3) kick, and 4) glide. During kick, push water backwards with soles of feet to propel body forward. Ankle circle during kick occurs through knee internal rotation and ankles plantar flexion. Slowest part of stroke is pulling head in and out of water since it produces no forward propulsion, therefore it should be performed as quickly as possible, only as long as it takes to inhale. To reduce drag and keep streamlined, practice quick leg movement and attempt to keep hips high throughout stroke even when pulling head out of water. That will require powerful leg muscles, flexible spine, conditioned erector spinae, and flexible hip flexors.', 'Primary movements significantly contributing to propulsion include bolded Force Articulations. Other movements are either secondary movers contributing to propulsion or repositioning of body for propulsive movements.']",,"['Hip (Extension)', 'Shoulder (Flexion)', 'Spine (Cervical) (Flexion)', 'Neck (Hyperextension)', 'Shoulder (Adduction)', 'Scapula & Clavicle (Upward Rotation)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Spine (Cervical) (Hyperextension)', 'Spine (Thoracic, Lumbar) (Hyperextension)', 'Ankle (Dorsiflexion)', 'Scapula & Clavicle (Retraction)', 'Fingers (Flexion)', 'Hip (Flexion)', 'Elbow (Flexion)', 'Knee (Flexion)', 'Neck (Flexion)', 'Hip (Abduction)', 'Elbow (Extension)', 'Shoulder (Abduction)', 'Shoulder (Internal Rotation)', 'Wrist (Extension / Hyperextension)', 'Fingers (Extension)', 'Shoulder (Extension)', 'Foot (Plantar Flexion)', 'Hip (Adduction)', 'Wrist (Flexion)', 'Wrist (Radial Deviation)', 'Shoulder (Transverse Adduction)', 'Knee (Internal Rotation)', 'Foot (Inversion)', 'Forearm (Pronation)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Foot (Eversion)', 'Scapula & Clavicle (Downward Rotation)', 'Forearm (Supination)', 'Knee (External Rotation)']",[]
36,Swim: Butterfly,[],[],[],Float prone with body extended in the water facing downward to bottom of pool. Position straight arms forward with one hand place on other. Initiate dolphin kick by driving from hip kicking down until hip reach full extension. Kick quickly down with feet pointed and ankles flicking at end. Kick up by relaxing hips and bring heels to surface of water by slightly bending knee.,"['While moving body in fluid wave motion, simultaneously raise straight arms from sides out of water and move arms forward just above water line. Lower straight arms to each side of head into water while repositioning head 90° downward. Scoop water with outward facing hands and elbows positioned high. Pull arms underneath body, pushing body forward, and extending them through to hips. Accelerate arms up and out of water from sides of hip and repeat stroke.', 'Two kicks should be performed during each arm cycle, one at start of arm pull and one towards end of arm pull. Keeping feet under surface of water. Enter hands into water slightly wider than shoulder width (11 and 1 o’clock). Elbow bends slightly as they pass under body. As needed, push down on water through stroke and lift head out of water and inhale, keeping chin close to waterline. Butterfly technique is considered more difficult than any other stroke due to it being a short axis stroke, requiring greater strength and endurance. It also requires greater coordination and timing that other strokes.']","Two kicks should be performed during each arm cycle, one at start of arm pull and one towards end of arm pull. Keeping feet under surface of water. Enter hands into water slightly wider than shoulder width (11 and 1 o’clock). Elbow bends slightly as they pass under body. As needed, push down on water through stroke and lift head out of water and inhale, keeping chin close to waterline. Butterfly technique is considered more difficult than any other stroke due to it being a short axis stroke, requiring greater strength and endurance. It also requires greater coordination and timing that other strokes.","['Hip (Extension)', 'Scapula & Clavicle (Depression)', 'Spine (Cervical) (Flexion)', 'Scapula & Clavicle (Protraction)', 'Shoulder (Adduction)', 'Scapula & Clavicle (Upward Rotation)', 'Ankle (Plantar Flexion)', 'Knee (Extension)', 'Spine (Cervical) (Hyperextension)', 'Forearm (Pronation)', 'Spine (Thoracic, Lumbar) (Hyperextension)', 'Ankle (Dorsiflexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Elevation)', 'Hip (Flexion)', 'Elbow (Flexion)', 'Knee (Flexion)', 'Neck (Flexion)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Elbow (Extension)', 'Shoulder (Abduction)', 'Neck (Extension / Hyperextension)', 'Scapula & Clavicle (Downward Rotation)', 'Forearm (Supination)', 'Shoulder (Extension)']","['Wrist (Flexion)', 'Wrist (Radial Deviation)', 'Fingers (Flexion)']"
37,Swim: Freestyle,[],[],[],"Float prone with body extended in the water facing downward to bottom of pool. Extend right arm straight forward with palm downward and elbow pointed to side. Position left arm extended back to side. Kick in alternating pattern with legs fairly straight. Kick forcefully from hip while straightening leg as extended foot moves downward. As foot returns upwards, allow knee to bend slightly and ankle to bend slightly.","['Rotate torso leftward away from right forward extended arm while raising left extended arm to side out of water allowing it to bend slightly as it exits water. As left arm is raised out of water, turn head to left side so head is facing side of pool with mouth out of water. Inhale through mouth under left arm while moving it forward overhead. Return head to face bottom of pull as soon as possible and slowly breath out through nose or mouth. Continue reaching forward with left arm and position palms downward with wrists slightly higher than finger tips and bent elbow higher than wrist. Just before torso rotates to neutral downward position, pull right arm downward underneath body, with fingers cupped and extended in same direction while keeping right elbow pointed outward. Gently place left hand into water, placing finger tips first. Keep left elbow high as arm enters water. With left arm pointing forward and elbow pointing outward, lift right extended arm out of water from side of body. Continue extending right arm to side, pushing backwards. Repeat stroke with opposite sides, alternating between sides.']",One kick should be completed per arm cycle. Keep ankles slightly relaxed to assist in propulsion. Kick hard on down-kick and more relaxed on up-kick.,"['Hip (Extension)', 'Scapula & Clavicle (Depression)', 'Scapula & Clavicle (Protraction)', 'Shoulder (Adduction)', 'Scapula & Clavicle (Upward Rotation)', 'Ankle (Plantar Flexion)', 'Knee (Extension)', 'Ankle (Dorsiflexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Elevation)', 'Hip (Flexion)', 'Elbow (Flexion)', 'Knee (Flexion)', 'Elbow (Extension)', 'Shoulder (Abduction)', 'Shoulder (Extension)', 'Spine (Cervical) (Rotation)', 'Neck (Rotation)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Forearm (Pronation)', 'Scapula & Clavicle (Downward Rotation)', 'Forearm (Supination)']","['Spine (Thoracic, Lumbar) (Extension / Hyperextension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Spine (Cervical) (Extension / Hyperextension)', 'Neck (Extension / Hyperextension)', 'Wrist (Flexion)', 'Wrist (Radial Deviation)', 'Fingers (Flexion)']"
38,Climb Mill / Tread Wall,[],[],[],Face wall. Grasp handholds above head and position feet on lower holds.,"['Climb wall by continuously grasping higher handholds and positioning feet onto higher holds below.', ""Step down when finished. Apparatus shown uses bodyweight with sensors to move wall downward as participant climbs. Speeds of wall's descent can be preset but it also adjusts to participant's speed. Turn of wheel changes angle of wall from easy slope to severe overhang. Although many more articulations are used in climbing, only most commonly used movements to raise body weight (eg: hip extension) or larger body segments (eg: hip flexion) are listed.""]","Step down when finished. Apparatus shown uses bodyweight with sensors to move wall downward as participant climbs. Speeds of wall's descent can be preset but it also adjusts to participant's speed. Turn of wheel changes angle of wall from easy slope to severe overhang. Although many more articulations are used in climbing, only most commonly used movements to raise body weight (eg: hip extension) or larger body segments (eg: hip flexion) are listed.","['Hip (Adduction)', 'Hip (Extension)', 'Finger (Flexion)', 'Hip (Flexion)', 'Shoulder (Adduction)', 'Elbow (Flexion)', 'Spine (Lateral Flexion)', 'Knee (Extension)', 'Hip (Abduction)', 'Ankle (Plantar Flexion)', 'Elbow (Extension)', 'Scapula & Clavicle (Downward Rotation)', 'Spine (Flexion)', 'Shoulder (Extension)']",[]
39,Climber,[],[],[],"Hold handlebars. Step one foot on lower foot pedal, and one foot on higher foot pedal, making both feet level with each other. Adjust handles to chin height. Turn machine on.","['Push one foot pedal down and pull down same-side handlebar, allowing opposite foot pedal and handlebar to rise. Alternate movement on opposite side and repeat.']","On models with variable resistance (LX, SM, CM, SRM, TS), adjust to Step Faster before beginning. If the seat is used the exercise would be non-weight bearing. Low level cardiac patients with a 2 MET level functional capacity can begin exercising on Climber by pedaling in seated position (optional on models LX, SM, SRM, TS).","['Hip (Extension)', 'Shoulder (Flexion)', 'Hip (Flexion)', 'Elbow (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Ankle (Plantar Flexion)', 'Knee (Extension)', 'Elbow (Extension)', 'Scapula & Clavicle (Downward Rotation)', 'Shoulder (Extension)']","['Hip (Abduction)', 'Spine (Lateral Flexion)']"
40,Ladder Mill (Jacob's Ladder),[],[],[],Secure belt cable attachment around waist with cable in back. Climb onto ladder by stepping onto rung near bottom and grasp rung closer to middle top.,"['Climb ladder by stepping up and grasping one rung at a time.', ""Intensity can be increased by climbing faster, or higher on ladder since greater cable tension permits rungs to travel downward at greater speed. A weighted vest can also be worn to increase difficulty. To come to a stop, climb more slowly lower down on rungs, then step down onto ground. Also known as Jacob's Ladder.""]","Intensity can be increased by climbing faster, or higher on ladder since greater cable tension permits rungs to travel downward at greater speed. A weighted vest can also be worn to increase difficulty. To come to a stop, climb more slowly lower down on rungs, then step down onto ground. Also known as Jacob's Ladder.","['Hip (Extension)', 'Shoulder (Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Ankle (Plantar Flexion)', 'Knee (Extension)', 'Scapula & Clavicle (Downward Rotation)', 'Shoulder (Extension)']","['Hip (Transverse Abduction)', 'Spine (Lateral Flexion)', 'Shoulder (Transverse Flexion)', 'Elbow (Extension)']"
41,Bicycling,[],[],[],,"['Continue to push pedal with foot (power foot) by extending hip and knee to propel bike forward while opposite foot (recovery foot) maintains contact with other pedal. Once the recovery foot is in position, push pedal with opposite foot to continue cycle. Repeat this sequence of power and recovery alternating between sides to keep the bike in motion while maintaining balance. ']",Adjust seat so knees are just short of full extension.,"['Hip (Extension)', 'Knee (Extension)']",['Ankle (Plantar Flexion)']
42,Cycle Cross-Trainer,[],[],[],"Sit on seat with feet on pedals and grasp handle bars. Select ""start"".",['Pedal while alternating handle bars back and forth.'],Adjust seat so knees are short of full extension. Intensity can be altered by resistance and speed (revolutions per minute).,"['Hip (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Protraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Elbow (Extension)', 'Shoulder (Extension)']",['Ankle (Plantar Flexion)']
43,Cycle Ergometer,[],[],[],,['Pedal.'],Adjust seat so knees are just short of full extension. Intensity can be altered by resistance and speed (revolutions per minute).,"['Hip (Extension)', 'Knee (Extension)']",['Ankle (Plantar Flexion)']
44,Recumbent Cycle,[],[],[],"Sit on seat and grasp handlebars on sides. Place feet on pedals. Select ""quick start"" or enter program.",['Pedal.'],Adjust seat so knees are short of full extension. Intensity can be altered by resistance and speed (revolutions per minute).,"['Hip (Extension)', 'Knee (Extension)']",['Ankle (Plantar Flexion)']
45,Recumbent Cycle Cross Trainer,[],[],[],"Sit on seat with feet on pedals and grasp handlebars. Select ""start"".",['Pedal while alternating handlebars back and forth.'],Adjust seat so knees are short of full extension. Intensity can be altered by resistance and speed (revolutions per minute).,"['Hip (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Protraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Elbow (Extension)', 'Shoulder (Extension)']",['Ankle (Plantar Flexion)']
46,Recumbent Upright Cycle,[],[],[],"Sit on seat and grasp handlebars on sides. Place feet on pedals. Select ""quick start"" or enter program.",['Pedal.'],Adjust seat so knees are short of full extension. Intensity can be altered by resistance and speed (revolutions per minute). Apparatus is between an upright and recumbent cycle.,"['Hip (Extension)', 'Knee (Extension)']",['Ankle (Plantar Flexion)']
47,Elliptical Cross-Trainer,[],[],[],"Step on pedal platforms and grasp handlebars on each arm lever. Select ""quick start"" or enter program.",['Pedal forward while alternating the arm levers back and forth.'],Pedaling backward can be performed for variety or for active recovery. Intensity can be altered by resistance/speed (strides per minute). Lower resistance allows for greater speed which increases exercise intensity. Also see Elliptical Trainer.,"['Hip (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Protraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Elbow (Extension)', 'Shoulder (Extension)']","['Hip (Abduction)', 'Spine (Lateral Flexion)']"
48,Elliptical Glider,[],[],[],"Step on pedal platforms and grasp handle rails. Select ""quick start"" or enter program.",['Pedal forward by placing weight on one foot while allowing the other foot to move forward on opposite pedal. Alternate with opposite side until momentum allows continued forward rotation.'],Avoid transferring body weight onto handle bars. Pedaling backwards can be performed for variety or for active recovery. Intensity can be altered by resistance/speed (strides per minute). Lower resistance allows for greater speed which increases exercise intensity. Also see Elliptical Trainer.,"['Hip (Extension)', 'Knee (Extension)']","['Hip (Abduction)', 'Spine (Lateral Flexion)']"
49,Elliptical Trainer,[],[],[],"Step on pedal platforms and grasp handle rails. Select ""quick start"" or enter program.","['Pedal forward by placing weight on one foot, allowing the other foot to move forward. Alternate with opposite side until momentum allows continued forward rotation.']",Avoid transferring body weight onto handle bars. Pedaling backwards can be performed for variety or for active recovery. Adjustments to the incline shift emphasis to certain muscle groups displayed on console. Intensity can be altered by resistance/speed (strides per minute). Lower resistance allows for greater speed which increases exercise intensity. Also see Elliptical Glider.,"['Hip (Extension)', 'Knee (Extension)']","['Hip (Abduction)', 'Spine (Lateral Flexion)']"
50,Recumbent Elliptical Cross Trainer,[],[],[],"Sit on seat, place feet on pedal platforms and grasp lever bars.","['Push left foot lever forward allowing right foot lever rotate back while pulling left handle and pushing right handle. Move in opposite pattern so pedals continues to rotate forward, alternating movement between sides.']",Adjust seat so knees are short of full extension. Adjust length lever bars to allow elbow to extend yet opposite arm to remain just in front of the body. Intensity can be altered by resistance and speed (steps per minute).,"['Hip (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Protraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Elbow (Extension)', 'Shoulder (Extension)']",[]
51,Kayak Machine,[],[],[],"Sit on seat with handlebar shaft between legs and feet on angled platforms to each side. Select resistance and push ""quick start"" or enter program. Grasp handlebars with a comfortably wide grip and bring them to an upright position.","[""Pull down and back with left arm while pushing up and forward with right arm, across body's centerline. Complete stroke by pull-down and back with right arm while pushing up and forward with left arm, across body's centerline.""]","Maintain relatively erect posture throughout session. Increase rate of stroke if weight stack approaches lower position. Likewise, decrease rate of stroke if weight stack approaches upper position. Intensity can be altered by resistance and rate of stroke (strokes per minute). To adjust resistance select resistance on weight stack. As alternative exercise, Push-pull movement can also be performed on apparatus. Make and model shown is Stairmaster Crossrobics 2650 UE.","['Scapula & Clavicle (Retraction)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Protraction)', 'Spine (Rotation)', 'Shoulder (Transverse Abduction)', 'Elbow (Flexion)', 'Elbow (Extension)', 'Shoulder (Transverse Adduction)', 'Shoulder (Extension)']",[]
52,Rider,[],[],[],Sit on seat. Place feet on pedals and grasp handlebars.,['Extend hips and knees while pulling handlebars back to sides. Return to original position and repeat.'],"Keep chest high, particularly at end of pulling phase (top position). Rider movement borders on weight-bearing at top of movement (legs extended). Intensity can be altered by lever adjustment and speed (strokes per minute).","['Hip (Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Shoulder (Extension)']",['Spine (Extension)']
53,Row Ergometer,[],[],[],"Sit on seat. Position and secure feet on platform. Grasp handlebar with both hands, overhand grip. With legs extended, pull handlebar to midsection, forearms horizontal.",[],Make sure handlebar is anchored on hook within reach before feet are strapped. Intensity can be altered by damper setting and speed (strokes per minute). Faster wheel spins creates greater wind resistance on fan blades. Damper setting is like gears on a bicycle.,"['Hip (Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Shoulder (Extension)']",['Spine (Extension)']
54,Row Ergometer (canoe stroke),[],[],[],"Sit on seat. Position and secure feet on platform. Grasp handlebar with mixed grip, overhand grip on one side and underhand grip on side. With legs extended, pull handlebar to midsection.",[],Make sure handlebar is anchored on hook within reach before feet are strapped. Intensity can be altered by damper setting and speed (strokes per minute). Faster wheel spins creates greater wind resistance on fan blades. Damper setting is like gears on a bicycle.,"['Hip (Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Shoulder (Extension)']",['Spine (Extension)']
55,Ski Machine (cords),[],[],[],Step on pedal platforms and grasp a rope grip in each hand.,"['Kick and glide pedal platforms back and forth while swinging arms along sides. Swing arms so constant tension is maintained on arm swinging down, extending forward arm as\nfar as is comfortable.']","When familiarizing yourself with this movement, practice the lower and upper movements separately. Intensity can be altered by resistance and speed (strides per minute). To increase flywheel or arm tension, turn respective knobs clockwise.","['Hip (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Protraction)', 'Spine (Rotation)', 'Hip (Flexion)', 'Shoulder (Extension)']","['Knee (Extension)', 'Hip (Abduction)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)', 'Elbow (Extension)']"
56,Ski Machine (rails),[],[],[],Step on pedal platforms and grasp sliding grips on rails in each hand.,"['Kick and glide pedal platforms back and forth while sliding grips along rails back and forth as far as possible.', 'When familiarizing yourself with this movement, practice the lower and upper movements separately. Intensity can be altered by resistance and speed (strides per minute). To increase flywheel resistance, turn knob clockwise.']","When familiarizing yourself with this movement, practice the lower and upper movements separately. Intensity can be altered by resistance and speed (strides per minute). To increase flywheel resistance, turn knob clockwise.","['Hip (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Protraction)', 'Spine (Rotation)', 'Hip (Flexion)', 'Shoulder (Extension)']","['Knee (Extension)', 'Hip (Abduction)', 'Spine (Lateral Flexion)', 'Ankle (Plantar Flexion)']"
57,Ski Ergometer,[],[],[],"Place wrists through straps, up through undersides of loops, then grasp handles with each hand. Stand with shoulder width stance with bent arms in front and hands slightly above head.","['Pull both cable handles downward by extending shoulders, flexing spine, and bending legs. Extend arms downward and slightly back at bottom of stroke. Return to original position by extending body and arms upward. Repeat.']",Machine simulates nordic skiing. Heels can come off ground at top of motion. Staggered stance places more emphasis on obliques. Intensity can be altered by damper setting and speed (strokes per minute). Faster wheel spins creates greater wind resistance on fan blades. Damper setting is like gears on a bicycle. Choose a damper setting that is most comfortable. Skiing with damper setting too high will reduce your output and may increase risk of injury. Watch display for power output or speed.,"['Hip (Extension)', 'Scapula & Clavicle (Retraction)', 'Spine (Extension)', 'Hip (Flexion)', 'Ankle (Plantar Flexion)', 'Knee (Extension)', 'Elbow (Extension)', 'Scapula & Clavicle (Downward Rotation)', 'Spine (Flexion)', 'Shoulder (Extension)']",[]
58,Recumbent Stepper,[],[],[],"Select resistance and push ""quick start"" or enter program. Lay back on incline with hips between handlebars. Grasps handlebars on sides and place feet on pedal platforms. Push both foot levers down by extending legs to raise weight stack. Allow one foot lever to raise up by bending hip and knee of one leg.","['Push foot lever back down while simultaneously allowing opposite foot lever to raise up, alternating foot levers up and down.']","Increase rate of stepping if weight stack approaches lower position. Likewise, decrease rate of stepping if weight stack approaches upper position. Intensity can be altered by resistance and rate of stepping (steps per minute). To adjust resistance select resistance on weight stack. Make and model shown is Stairmaster Crossrobics 1650 LE.","['Hip (Extension)', 'Knee (Extension)']",[]
59,Recumbent Stepper Cross Trainer,[],[],[],"Sit on seat, place feet on pedal platforms and grasp lever bars.",['Push left foot lever down allowing right foot lever to raise up while pulling left handle and pushing right handle. Move in opposite pattern and continue alternating between sides.'],The seat swivels and the armrest lifts up to allow easier access. Adjust seat so knees are short of full extension. Adjust length lever bars to allow elbow to extend yet opposite arm to remain just in front of the body. Intensity can be altered by resistance and speed (steps per minute). To increase resistance push lever forward and down. To decrease resistance pull lever backward and up.,"['Hip (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Retraction)', 'Scapula & Clavicle (Protraction)', 'Elbow (Flexion)', 'Knee (Extension)', 'Elbow (Extension)', 'Shoulder (Extension)']",[]
60,Stair Climber,[],[],[],"Step onto pedal platforms and grasp handrails. Select ""quick start"" or enter program.","['Place weight on one pedal and allow other pedal to raise. Before lower lever hits bottom or upper lever hits top, alternate with opposite movement. Repeat.']",Avoid transferring body weight onto handlebars. Intensity can be altered by increasing speed (steps per minute). Also see Stepmill.,"['Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)']","['Hip (Abduction)', 'Spine (Lateral Flexion)']"
61,Stepmill,[],[],[],"Step onto stairs and grasp hand rails. Select ""quick start"" or enter program.",['Climb stairs to keep pace with machine.'],Avoid transferring body weight onto handle bars. Intensity can be altered by increasing speed (steps per minute). Also see Lever Stair Climber.,"['Hip (Extension)', 'Hip (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Foot (Plantar Flexion)']","['Hip (Abduction)', 'Spine (Lateral Flexion)']"
62,Tread Climber,[],[],[],"Step onto deck of tread climber and grasp rails. Attach safety tether. Select ""quick start"" or enter program.","['Step onto walking belt of upper treadle and allow foot to travel toward back of machine as it lowers. As other treadle rises, swing opposite leg forward and step onto its belt. Again, allow foot travel to back of machine as treadle lowers. Repeat walking pattern, keeping pace with machine.']","Hands can be placed lightly on rails for balance. Avoid transferring body weight or 'hanging' onto handlebars. Maintain close distance from console stepping forward on each treadle. Intensity can be altered by treadle travel and speed (mph or kmph). Cylinders can be adjusted so treadles depress easier or harder according to body weight and desired intensity. Also stepping nearer front of treadles allows them to depress downward more freely. Treadles should not bottom out. Adjusting hydraulic cylinder dial closer to maximum settings permits greater treadle travel resulting in more intense workout. Adjust dial toward minimum setting until achieving comfortable amount of travel, displace enough to absorb the impact of stepping motion, approximately 3 inches.","['Hip (Extension)', 'Hip (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Foot (Plantar Flexion)']","['Hip (Abduction)', 'Spine (Lateral Flexion)', 'Ankle (eccentric) (Dorsal Flexion)']"
63,Treadmill Run,[],[],[],"Step onto deck of treadmill and grasp rails. Straddle belt by standing on sides of treadmill. Attach safety tether. Select ""quick start"" or enter program.","['Run, keeping pace with treadmill.', ""Maintain close distance from console. Hand can be placed on rail to regain balance. Avoid transferring body weight or 'hanging' onto handlebars. Intensity can be altered by incline and speed (mph or kmph).""]",Maintain close distance from console. Hand can be placed on rail to regain balance. Avoid transferring body weight or 'hanging' onto handlebars. Intensity can be altered by incline and speed (mph or kmph).,"['Scapula (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Flexion)', 'Spine (Rotation)', 'Hip (Flexion)', 'Shoulder (Extension / Hyperextension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)', 'Foot (Plantar Flexion)', 'Scapula (Downward Rotation)']","['Hip (Abduction)', 'Spine (Lateral Flexion)', 'Ankle (eccentric) (Dorsal Flexion)']"
64,Treadmill Walk,[],[],[],"Step onto deck of treadmill and grasp rails. Straddle belt by standing on sides of treadmill. Attach safety tether. Select ""quick start"" or enter program.","['Walk, keeping pace with treadmill.', ""Maintain close distance from console. Hand can be placed on rail for balance. Avoid transferring body weight or 'hanging' onto handlebars. Intensity can be altered by incline and speed (mph or kmph). Spinal rotation occurs during brisk walking.""]",Maintain close distance from console. Hand can be placed on rail for balance. Avoid transferring body weight or 'hanging' onto handlebars. Intensity can be altered by incline and speed (mph or kmph). Spinal rotation occurs during brisk walking.,"['Hip (Extension)', 'Hip (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Spine (brisk walking) (Rotation)', 'Foot (Plantar Flexion)']","['Hip (Abduction)', 'Spine (Lateral Flexion)', 'Ankle (eccentric) (Dorsal Flexion)']"
