,excercise_name,utility,mechanics,force,preparation,execution,comments,dynamic_articulation,static_articulation
22,Romanian Deadlift,['Power'],['Compound'],['Pull'],Grasp barbell from rack or deadlift from floor with shoulder width to wide overhand grip. Stand with shoulder width or narrower stance.,"['Lower bar toward top of feet by bending hips while tracing front contour of legs through downward motion. Gradually bend knees through descent and keep spine straight so back is near horizontal at lowest position. Once hamstring is stretched fully just before lowering bar to completely to floor, lift bar by extending hips and knees until standing upright. Pull shoulders back slightly if rounded. Repeat.']","Throughout lift, keep arms and back straight and chest high. Wider grip allows for slightly fuller range of motion (descent).","['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Extention)', 'Scapula & Clavicle (Elevation (top))', 'Scapula & Clavicle (Retraction (bottom))']"
23,Barbell Bulgarian Squat,['Power'],['Compound'],['Push'],Stand facing rack with barbell at upper chest height and short platform behind. Position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack and step back to platform. Extend leg back and place forefoot on platform.,['Squat down by bending hip and knee of forward leg. Allow forward knee to bend forward slightly while pointing same direction as foot. Descend with back upright until forward thigh is just past parallel to floor while keeping hip and knee of rear leg as straight as possible. Extend hip and knee until forward leg is straight and repeat. Continue with opposite leg.'],"Bulgarian weightlifting coach Angel Spassav recommends no greater height of 4""-6"" platform depending on athletes' height. Standard bench of 12"" can be performed by athletes training for sports such as skating or dancing. Ideally the back leg would be as straight as possible if flexibility permits (Heffernan 2019).","['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)']",[]
24,Front Squat (weightlifting style),['Power'],['Compound'],['Push'],"Grasp barbell from rack or clean barbell from floor with overhand open grip, slightly wider than shoulder width. Position barbell chest high with back arched. Place bar in front of shoulders with elbows placed forward as high as possible and finger under bar to each side. Position heels hip width or slightly wider with feet angled outward.",['Descend until knees and hips are fully bent or until thighs are just past parallel to floor. Knees travel outward in direction of toes. Extend knees and hips until legs are straight. Return and repeat.'],"Front Squat is receiving position for Clean. Keep head forward, chin in, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. See Squat Analysis. Also see bodybuilding style Front Squat. Optional: Accelerate when squatting up and slowing just before full extension.","['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Elevation)', 'Scapula & Clavicle (Upward Rotation)']"
25,Dumbbell Hang Clean and Jerk,['Power'],['Compound'],"['Pull', 'Push']","Stand shoulder width apart with dumbbells down to sides, palms facing inward and arms straight.","['Bend knees and hips until dumbbells are just above knees. Jump upward extending body. Shrug shoulders and pull dumbbells upward with arms, allowing elbows to bend out to sides, keeping dumbbells close to body. Aggressively pull body under dumbbells, rotating elbows around dumbbells. Catch dumbbells on shoulders while moving into squat position. Stand up immediately.', 'Execution (Jerk)', 'Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving dumbbells up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head.', ""The split position places front shin vertical to floor with front foot flat on floor. The rear knee is slightly bent with rear foot positioned on toes. The dumbbells should be positioned slightly behind ears at arm's length with back straight. Push up with both legs. Position feet side by side by bringing front foot back part way and then rear foot forward."", 'Return', 'Lower dumbbells to shoulders, then lean forward slightly and lower dumbbells to thighs. Reposition body upright allowing dumbbells to fall to sides with arms straight.']",See Barbell Hang Clean and Jerk.,"['Hip (Flexion)', 'Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Shoulder (Flexion)', 'Hip (Extension)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)', 'Elbow (Extension)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)']"
26,Dumbbell Hang Power Clean and Jerk,['Power'],['Compound'],"['Pull', 'Push']","Stand shoulder width apart with dumbbells down to sides, palms facing inward and arms straight.","['Bend knees and hips until dumbbells are just above knees. Jump upward extending body. Shrug shoulders and pull dumbbells upward with arms, allowing elbows to bend out to sides, keeping dumbbells close to body. Aggressively pull body under dumbbells, rotating elbows around dumbbells. Catch dumbbells on shoulders before knees bend lower than 90°. Stand up immediately so thighs ride no lower than parallel to floor. Stand up immediately.', 'Execution (Jerk)', 'Inhale and position chest high with torso tight. Keeping pressure on heels, dip body by bending knees and ankles slightly. Explosively drive upward with legs, driving dumbbells up off shoulders. Drop body downward and split one foot forward and other backward as fast as possible, while vigorously extending arms over head.', ""The split position places front shin vertical to floor with front foot flat on floor. The rear knee is slightly bent with rear foot positioned on toes. The dumbbells should be positioned slightly behind ears at arm's length with back straight. Push up with both legs. Position feet side by side by bringing front foot back part way and then rear foot forward."", 'Lower dumbbells to shoulders, then lean forward slightly and lower dumbbells to thighs. Reposition body upright allowing dumbbells to fall to sides with arms straight.', 'See Barbell Hang Power Clean and Jerk.', 'Dynamic', 'Static']",See Barbell Hang Power Clean and Jerk.,"['Hip (Flexion)', 'Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Shoulder (Flexion)', 'Hip (Extension)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)', 'Elbow (Extension)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)']"
27,Dumbbell Clean,['Power'],['Compound'],['Pull'],"Squat down with dumbbells near sides of ankles, palms facing together. Position shoulders over dumbbells with back arched tightly. Arms are straight with elbows pointed outward.","['Pull dumbbells up off floor by extending hips and knees. As dumbbells reach knees vigorously, raise shoulders while keeping dumbbells close to thighs. Jump upward extending body. Shrug shoulders and pull dumbbells upward with arms, allowing elbows to bend out to sides, keeping dumbbells close to body. Aggressively pull body under dumbbells, rotating elbows around dumbbells. Catch dumbbells on shoulders while moving into squat position. Hitting bottom of squat, stand up immediately.', 'Return', 'Lower dumbbells to mid-thigh position. With chest high and taut lower back, squat down into original position until dumbbells make contact with floor. Repeat.']","Do not jerk weight from floor; arise steadily then accelerate. In clean, dumbbells are lifted from floor to shoulders. The lift is complete when feet are in line and dumbbells are under control. Also Barbell Clean.","['Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Shoulder (Flexion)', 'Hip (Extension)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)']"
28,Dumbbell Hang Power Clean,['Power'],['Compound'],['Pull'],"Stand shoulder width apart with dumbbells down to sides, palms facing inward and arms straight.","['Bend knees and hips until dumbbells are just above knees. Jump upward extending body. Shrug shoulders and pull dumbbells upward with arms, allowing elbows to bend out to sides, keeping dumbbells close to body. Aggressively pull body under dumbbells, rotating elbows around dumbbells. Catch dumbbells on shoulders while moving into squat position. Stand up immediately.', 'Return', 'Lower dumbbells down to sides. Repeat.']","Pull bar up in straight path, keeping dumbbells close to body. A deeper squat position may be utilized after receiving dumbbells onto shoulders. Also see Barbell Hang Clean.","['Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Shoulder (Flexion)', 'Hip (Extension)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)']"
29,Kettlebell Clean and Press,['Power'],['Compound'],"['Pull', 'Push']",Straddle kettlebell with feet slightly wider apart than shoulder width. Squat down with arm extended downward between legs and grasp kettlebell handle with overhand grip. Position shoulder over kettlebell with taut low back and trunk close to vertical.,"['Lower kettlebell to front side of body catching it on side of arm with wrist straight while initiating squat position. Decelerate descent of squat to absorb weight of fallen kettlebell then immediately straighten legs. Drop kettlebell by pulling elbow back. Continue to hold on to kettlebell handle as it falls. When arm straightens, decelerate descent of kettlebell. Lower kettlebell to ground between legs while squatting down with taut lower back and trunk close to vertical.']","Do not jerk weight from floor; arise steadily then accelerate. The clean-and-jerk is multi-movement lift. In clean, kettlebell is lifted from floor to shoulders. In jerk, kettlebell is driven from shoulder to arm length over head. Keep wrist straight during catch and arm extension. Also, keep arm close to body during catch.","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Elbow (Flexion)', 'Shoulder (Flexion)', 'Hip (Extension)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)', 'Elbow (Extension)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Wrist (Flexion)']"
30,Kettlebell Clean,['Power'],['Compound'],['Pull'],Straddle kettlebell with feet slightly wider apart than shoulder width. Squat down with arm extended downward between legs and grasp kettlebell handle with overhand grip. Position shoulder over kettlebell with taut low back and trunk close to vertical.,"['Pull kettlebell up off floor by extending hips and knees. Once kettlebell is off of ground, vigorously raise shoulder above kettlebell while keeping it close to body. Jump upward extending body. Raise shoulder and pull kettlebell upward with arm allowing elbow to bend out to side, keeping kettlebell close to body. Drop under kettlebell, rotating arm under kettlebell. Catch kettlebell on outside of arm with wrist straight while moving into partial squat position. Extend both legs.', 'Return', 'Drop kettlebell by pulling elbow back. Immediately hop upward with elbow pointed outward continuing to hold on to kettlebell handle as it falls. Decelerate decent of kettlebell as heels make contact with ground and arm straightens. Lower kettlebell to ground between legs while squatting down with taut lower back and trunk close to vertical.']",Do not jerk weight from floor; arise steadily then accelerate. Keep wrist straight and arm close to body during catch.,"['Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Flexion)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Wrist (Flexion)']"
31,Snatch,['Power'],['Compound'],['Pull'],"Stand over barbell with balls of feet positioned under bar, hip width or slightly wider than hip width apart. Squat down and grip bar with very wide overhand grip. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.","[""Pull bar up off floor by extending hips and knees. As bar reaches knees, back stays arched and maintains same angle to floor as in starting position. When barbell passes knees, vigorously raise shoulders while keeping bar as close to legs as possible. When bar passes upper thighs, allow it to contact thighs. Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length while moving into squat position. As soon as barbell is caught on locked out arms in squat position, squat up into standing position with barbell over head."", 'Return', 'Bend knees slightly and lower barbell to mid-thigh position. Slowly lower bar with taut lower back and trunk close to vertical. The advanced athlete may unload (drop) bar from completed position. This technique may be practiced to reduce stress or fatigue involved in lowering bar as prescribed. Use rubber weightlifting plates on weightlifting platform if this unloading method is used (unless floor demolition is desired).']","The snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for full squat with bar at arms length over head. Hook grip is used by advanced lifters to maintain grip during snatch. Do not jerk weight from floor; arise steadily then accelerate. The lift is complete when bar is under control over head. Also known as Squat Snatch. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
32,Power Snatch,['Power'],['Compound'],['Pull'],Stand over barbell with balls of feet positioned under bar hip width or slightly wider than hip width apart. Squat down and grip bar with very wide overhand grip. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.,"[""Pull bar up off floor by extending hips and knees. As bar reaches knees, back stays arched and maintains same angle to floor as in starting position. When barbell passes knees, vigorously raise shoulders while keeping bar as close to legs as possible. When bar passes upper thighs, allow it to contact thighs. Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length before knees bend lower than 90°. As soon as barbell is caught on locked out arms in partial squat position, stand up with barbell over head immediately so thighs ride no lower than parallel to floor."", 'Return', 'Bend knees slightly and lower barbell to mid-thigh position. Slowly lower bar with taut lower back and trunk close to vertical. The advanced athlete may unload (drop) bar from completed position. This technique may be practiced to reduce stress or fatigue involved in lowering bar as prescribed. Use rubber weightlifting plates on weightlifting platform if this unloading method is used (unless floor demolition is desired).']","The Power Snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for partial squat with bar at arms length over head. Hook grip is used by advanced lifters to maintain grip during snatch. Do not jerk weight from floor; arise steadily then accelerate. The lift is complete when bar is under control over head. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
33,Deficit Snatch,['Power'],['Compound'],['Pull'],"Stand on shallow platform positioned under barbell with balls of feet under bar, hip width or slightly wider than hip width apart. Squat down and grip bar with very wide overhand grip. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.","[""Pull bar up off floor by extending hips and knees. As bar reaches knees, back stays arched and maintains same angle to floor as in starting position. When barbell passes knees, vigorously raise shoulders while keeping bar as close to legs as possible. When bar passes upper thighs, allow it to contact thighs. Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length while moving into squat position. As soon as barbell is caught on locked out arms in squat position, squat up into standing position with barbell over head."", 'Return', 'Bend knees slightly and lower barbell to mid-thigh position. Slowly lower bar with taut lower back and trunk close to vertical. The advanced athlete may unload (drop) bar from completed position. This technique may be practiced to reduce stress or fatigue involved in lowering bar as prescribed. Use rubber weightlifting plates on weightlifting platform if this unloading method is used (unless floor demolition is desired).']","The snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for full squat with bar at arms length over head. Hook grip is used by advanced lifters to maintain grip during snatch. Do not jerk weight from floor; arise steadily then accelerate. The lift is complete when bar is under control over head. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
34,Block Snatch Pull,['Power'],['Compound'],['Pull'],"Stand with barbell on blocks with very wide overhand grip. Bend knees and hips so barbell touches thigh, shoulders over bar with back arched. Arms are straight with elbows pointed along bar.","['Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides.', 'Return', 'Lower bar immediately by relaxing shoulders and arms. Return barbell to blocks by bending hips and knees while keeping back arched.']","Before each pull, make certain back is arched, thighs are close to bar, shoulders are over bar, and arms are straight with elbows pointed along bar. Pull bar up in straight path, keeping bar close to body.","['Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)']"
35,Block Snatch,['Power'],['Compound'],['Pull'],Stand over barbell on blocks with balls of feet positioned under bar hip width or slightly wider than hip width apart. Squat down and grip bar with very wide overhand grip. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.,"[""Pull bar up off blocks by extending hips and knees while keeping back arched. When barbell passes knees, vigorously raise shoulders while keeping bar as close to legs as possible. When bar passes upper thighs, allow it to contact thighs. Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length while moving into squat position. As soon as barbell is caught on locked out arms in squat position, squat up into standing position with barbell over head."", 'Return', 'Bend knees slightly and lower barbell to mid-thigh position. Slowly lower bar with taut lower back and trunk close to vertical. The advanced athlete may unload (drop) bar from completed position. This technique may be practiced to reduce stress or fatigue involved in lowering bar as prescribed. Use rubber weightlifting plates on weightlifting platform if this unloading method is used (unless block demolition is desired).']","The snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for full squat with bar at arms length over head. Hook grip is used by advanced lifters to maintain grip during snatch. Do not jerk weight from floor; arise steadily then accelerate. The lift is complete when bar is under control over head. also known as Squat Snatch. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
36,Block Power Snatch,['Power'],['Compound'],['Pull'],Stand over barbell on blocks with balls of feet positioned under bar hip width or slightly wider than hip width apart. Squat down and grip bar with very wide overhand grip. Position shoulders over bar with back arched tightly. Arms are straight with elbows pointed along bar.,"[""Pull bar up off blocks by extending hips and knees while keeping back arched. When barbell passes knees, vigorously raise shoulders while keeping bar as close to legs as possible. When bar passes upper thighs, allow it to contact thighs. Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length before knees bend lower than 90°. As soon as barbell is caught on locked out arms in partial squat position, stand up with barbell over head immediately so thighs ride no lower than parallel to floor."", 'Return', 'Bend knees slightly and lower barbell to mid-thigh position. Slowly lower bar with taut lower back and trunk close to vertical. The advanced athlete may unload (drop) bar from completed position. This technique may be practiced to reduce stress or fatigue involved in lowering bar as prescribed. Use rubber weightlifting plates on weightlifting blocks if this unloading method is used (unless block demolition is desired).']","The Power Snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for partial squat with bar at arms length over head. Hook grip is used by advanced lifters to maintain grip during snatch. Do not jerk weight from floor; arise steadily then accelerate. The lift is complete when bar is under control over head. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
37,High Block Snatch,['Power'],['Compound'],['Pull'],"Stand with barbell on high blocks with very wide overhand grip. Bend knees and hips so barbell touches thighs, shoulders over bar with back arched. Arms are straight with elbows pointed along bar.","[""Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length while moving into squat position. As soon as barbell is caught on locked out arms in squat position, squat up into standing position with barbell overhead."", 'Return', 'Bend knees slightly and lower barbell to blocks.']","The Snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for full squat with bar at arms length overhead. Hook grip is used by advanced lifters to maintain grip during snatch. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
38,High Block Power Snatch,['Power'],['Compound'],['Pull'],"Stand with barbell on high blocks with very wide overhand grip. Bend knees and hips so barbell touches thighs, shoulders over bar with back arched. Arms are straight with elbows pointed along bar.","[""Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length before knees bend lower than 90°. As soon as barbell is caught on locked out arms in partial squat position, stand up with barbell overhead immediately so thighs ride no lower than parallel to floor."", 'Return', 'Bend knees slightly and lower barbell to blocks.']","The Power Snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for partial squat with bar at arms length overhead. Hook grip is used by advanced lifters to maintain grip during snatch. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
39,Hang Snatch,['Power'],['Compound'],['Pull'],Stand with barbell with very wide overhand grip. Bend knees and hips so barbell touches upper-thigh; shoulders over bar with back arched. Arms are straight with elbows pointed along bar.,"[""Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length while moving into squat position. As soon as barbell is caught on locked out arms in squat position, squat up into standing position with barbell overhead."", 'Return', 'Bend knees slightly and lower barbell to mid-thigh position. Also known as Hang Squat Snatch.']","The Snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for full squat with bar at arms length overhead. Hook grip is used by advanced lifters to maintain grip during snatch. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
40,Hang Power Snatch,['Power'],['Compound'],['Pull'],Stand with barbell with very wide overhand grip. Bend knees and hips so barbell touches upper-thigh; shoulders over bar with back arched. Arms are straight with elbows pointed along bar.,"[""Jump upward extending body. Shrug shoulders and pull barbell upward with arms, allowing elbows to pull up to sides, keeping them over bar as long as possible. Aggressively pull body under bar. Catch bar at arm's length before knees bend lower than 90°. As soon as barbell is caught on locked out arms in partial squat position, stand up with barbell overhead immediately so thighs ride no lower than parallel to floor."", 'Return', 'Bend knees slightly and lower barbell to mid-thigh position.']","The Power Snatch is one coordinated, continuous movement executed with speed. The grip should be wide enough to allow for partial squat with bar at arms length overhead. Hook grip is used by advanced lifters to maintain grip during snatch. Also see:","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Elbow (Extension)']"
41,Overhead Lunge,['Power'],['Compound'],['Push'],"Grasp barbell from rack or clean barbell from floor with overhand open grip, slightly wider than shoulder width. Push press barbell overhead.","['Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.']",Keep torso upright during lunge; flexible hip flexors are important. Lead knee should point same direction as foot throughout lunge. A long lunge emphasizes Gluteus Maximus; short lunge emphasizes Quadriceps.,"['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Ankle (Dorsiflexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Elbow  (Extension)']"
42,Overhead Squat,['Power'],['Compound'],['Push'],Snatch or Hang Snatch barbell over head with very wide overhand grip. Position toes outward with wide stance. Maintain bar behind head with arms extended.,['Descend until knees and hips are fully bent or until thighs are just past parallel to floor. Knees travel in direction of toes. Extend knees and hips until legs are straight. Return and repeat.'],"Keep head forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. See Squat Analysis. Optional: Accelerate when squatting up slowing just before full extension.","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Hip (Extension)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Elevation)', 'Scapula & Clavicle (Upward Rotation)']"
43,Press Under,['Power'],['Compound'],['Push'],Clean barbell from floor a nd position on shoulders or dismount barbell from rack. Grasp barbell to sides with very wide overhand grip. Position toes outward with wide stance.,"['While pressing bar over head, squat down until knees and hips are fully bent or until thighs are just past parallel to floor and arms are extended.', 'Return', 'Maintain barbell over head with arms extended while extending knees and hips until legs are straight. Bend knees slightly and drop barbell to back of shoulders. Straighten legs and repeat execution.']","Knees travel in direction of toes. Keep head forward, back straight and feet flat on floor; equal distribution of weight through forefoot and heel. See Squat Analysis. Optional: Accelerate when squatting up, slowing just before full extension. Master Overhead Squat before practicing this exercise. Also see movement in Slow Motion.","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Hip (Extension)', 'Elbow (Extension)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Elevation)', 'Scapula & Clavicle (Upward Rotation)']"
44,Quick Drop,['Power'],['Compound'],['Push'],Clean barbell from floor and position on shoulders or dismount barbell from rack. Grasp barbell to sides with very wide overhand grip. Position toes outward with wide stance.,"['Quickly dip body by bending knees, hips and ankles slightly. Explosively drive upward with legs, driving barbell up off shoulders, then immediately drop body downward into full squat position while vigorously extending arms over head.', 'Return', 'Maintain barbell over head with arms extended while extending knees and hips until legs are straight. Bend knees slightly and drop barbell to back of shoulders. Straighten legs and repeat execution.']","To achieve quick descent, feet should actually leave floor momentarily. Only during return, or squatting upward are feet flat on floor; equal distribution of weight through forefoot and heel. See Squat Analysis. Master Overhead Squat and Press Under before practicing this exercise. Also see movement in Slow Motion.","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Knee (Flexion)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Elevation)', 'Scapula & Clavicle (Upward Rotation)']"
45,Sots Press,['Power'],['Compound'],['Push'],"Position barbell on back of shoulders from rack or clean barbell from floor with overhand grip and push press bar to back of shoulders. Position feet shoulder width or slightly wider with feet angled outward. Place hands far apart using snatch width grip. Press bar overhead. With bar overhead, squat down in deep squat position with knees pointing outward, same angle as feet.","['With back straight, press barbell over head until arm are straight. Return to back of shoulders and repeat.']",Adequate hip flexibility is required for this mobility exercise. Spine should remain taut while maintaining deep squat position. Deep squat position requires hip crease to be below knees. Exercise can also begin or end with barbell on back of shoulders although it is typically initiated and terminated with barbell overhead.,"['Shoulder (Abduction)', 'Elbow (Extension)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
